Fingerprint ID,coordinate_X,coordinate_Y,00:12:da:9e:32:31,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:50:e2,00:11:21:6c:4e:70,00:11:21:6c:50:e1,00:11:21:6c:50:e0,00:12:da:9e:32:32,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:66:75:81,00:11:21:66:75:82,00:11:21:66:75:80,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:1b:fc:22:43:4e,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:12:80:17:ac:ae,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:17:df:7d:70:51,00:17:df:7d:70:52,00:12:da:9e:31:91,00:0f:60:06:71:2e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
544,12.25,0.75,-69.0,-66.0,-66.0,-67.0,-70.0,-86.0,-88.0,,,,,,-70.0,,,-78.0,-75.0,-79.0,-59.0,-59.0,-60.0,,-69.0,-72.0,-86.0,,,,,,,,,,,,,,
545,12.25,0.75,-70.0,-66.0,-66.0,-66.0,-70.0,-86.0,-88.0,,,,,,-69.0,,,-76.0,-75.0,-76.0,-60.0,-60.0,-61.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
546,12.25,0.75,-68.0,-68.0,-67.0,-66.0,-70.0,-86.0,-87.0,,,-87.0,,,-70.0,,,-76.0,-76.0,-78.0,-59.0,-60.0,-61.0,,-70.0,-68.0,-70.0,,,,,,,,,,,,,,
547,12.25,0.75,-69.0,-67.0,-68.0,-68.0,-70.0,-86.0,-89.0,,,-87.0,,,-70.0,,,-76.0,-77.0,-75.0,-59.0,-60.0,-61.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
548,12.25,0.75,-69.0,-67.0,-67.0,-66.0,-70.0,-84.0,-85.0,,,,,,-69.0,,,-75.0,-77.0,-75.0,-59.0,-61.0,-59.0,,-70.0,-70.0,-69.0,,,,,,,,,,,,,,
549,12.25,0.75,-70.0,-68.0,-68.0,-67.0,-70.0,-86.0,-87.0,,,-87.0,,,-70.0,,,-76.0,-76.0,-76.0,-60.0,-60.0,-60.0,,-69.0,-68.0,-70.0,,,,,,,,,,,,,,
550,12.25,0.75,-70.0,-62.0,-68.0,-68.0,-70.0,-87.0,-85.0,,,-87.0,,,-69.0,,,-76.0,-75.0,-76.0,-60.0,-59.0,-60.0,,-72.0,-71.0,-71.0,,,,,,,,,,,,,,
551,12.25,0.75,-69.0,-67.0,-66.0,-66.0,-70.0,-87.0,-85.0,,,,,-91.0,-69.0,,,-76.0,-75.0,,-60.0,-61.0,-60.0,,-68.0,-70.0,-68.0,,,,,,,,,,,,,,
552,12.25,0.75,-70.0,-65.0,-65.0,-65.0,-72.0,-86.0,-86.0,,,,,-91.0,-70.0,,,-76.0,-75.0,,-60.0,-60.0,-60.0,,-67.0,-66.0,-71.0,,,,,,,,,,,,,,
553,12.25,0.75,-72.0,-66.0,-67.0,-66.0,-71.0,-86.0,-86.0,,,,,,-72.0,,,-68.0,-75.0,-78.0,-59.0,-60.0,-60.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
554,12.25,0.75,-71.0,-63.0,-63.0,-63.0,-70.0,-85.0,-86.0,,,,,,-70.0,,,-68.0,-79.0,-78.0,-62.0,-62.0,-62.0,,-66.0,-67.0,-71.0,,,,,,,,,,,,,,
555,12.25,0.75,-68.0,-68.0,-63.0,-67.0,-70.0,-87.0,-87.0,,,,,,-72.0,,,-77.0,-78.0,-78.0,-60.0,-59.0,-61.0,,-70.0,-70.0,-67.0,,,,,,,,,,,,,,
556,12.25,0.75,-69.0,-71.0,-65.0,-73.0,-72.0,-86.0,-87.0,,,,,,-71.0,,,-76.0,-77.0,-71.0,-61.0,-60.0,-61.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
557,12.25,0.75,-69.0,-71.0,-69.0,-71.0,-69.0,-87.0,-87.0,,,-87.0,,,-69.0,,,-75.0,-76.0,-76.0,-60.0,-60.0,-59.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
558,12.25,0.75,-70.0,-63.0,-68.0,-66.0,-68.0,-86.0,-90.0,,,-87.0,,,-70.0,,,-78.0,-77.0,-77.0,-59.0,-60.0,-59.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
559,12.25,0.75,-71.0,-63.0,-64.0,-63.0,-69.0,-88.0,-86.0,,,,,,-71.0,,,-76.0,-78.0,-76.0,-60.0,-60.0,-59.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,
560,13.75,1.25,-68.0,-58.0,-59.0,-58.0,-68.0,-88.0,,,,,,,-68.0,,,-77.0,-77.0,-78.0,-63.0,-63.0,-63.0,,-73.0,-73.0,-74.0,,,,,,,,,,,,,,
561,13.75,1.25,-68.0,-59.0,-58.0,-59.0,-68.0,-84.0,,,,,,,-68.0,,,-81.0,-78.0,-79.0,-69.0,-70.0,-69.0,,-74.0,-75.0,-75.0,,,,,,,,,,,,,,
562,13.75,1.25,-68.0,-53.0,-53.0,-53.0,-68.0,-82.0,,,,-84.0,,,-68.0,,,-79.0,-78.0,-79.0,-70.0,-70.0,-70.0,,-75.0,-75.0,-76.0,,,,,,,,,,,,,,
563,13.75,1.25,-67.0,-53.0,-51.0,-53.0,-67.0,-86.0,,,-84.0,-84.0,-84.0,,-67.0,,,-79.0,-77.0,-78.0,-67.0,-67.0,-67.0,,-74.0,-76.0,-74.0,,,,,,,,,,,,,,
564,13.75,1.25,-72.0,-54.0,-53.0,-53.0,-66.0,-85.0,-88.0,,-84.0,,-84.0,,-67.0,,,-78.0,-78.0,-78.0,-67.0,-67.0,-67.0,,-74.0,-76.0,-74.0,,,,,,,,,,,,,,
565,13.75,1.25,-71.0,-53.0,-53.0,-53.0,-70.0,-82.0,-88.0,,,,,,-70.0,,,-80.0,-78.0,-78.0,-66.0,-67.0,-67.0,,-74.0,-75.0,-79.0,,,,,,,,,,,,,,
566,13.75,1.25,-66.0,-52.0,-51.0,-52.0,-66.0,-84.0,-88.0,,,,,,-73.0,,,-78.0,-78.0,-78.0,-67.0,-67.0,-67.0,,-74.0,-74.0,-74.0,,,,,,,,,,,,,,
567,13.75,1.25,-67.0,-50.0,-51.0,-50.0,-67.0,-83.0,-89.0,,,,,,-67.0,,,-78.0,-79.0,-78.0,-66.0,-66.0,-66.0,,-74.0,-74.0,-75.0,,,,,,,,,,,,,,
568,13.75,1.25,-67.0,-51.0,-53.0,-52.0,-68.0,-88.0,-89.0,,,-87.0,,,-68.0,,,-79.0,-79.0,-78.0,-66.0,-66.0,-66.0,,-74.0,-76.0,-74.0,,,,,,,,,,,,,,
569,13.75,1.25,-70.0,-52.0,-52.0,-52.0,-70.0,-88.0,,,,-88.0,,,-70.0,,,-78.0,-78.0,-78.0,-66.0,-66.0,-66.0,,-74.0,-75.0,-74.0,,,,,,,,,,,,,,
570,13.75,1.25,-70.0,-51.0,-51.0,-51.0,-74.0,-88.0,,,,-88.0,,,-70.0,,,-78.0,-81.0,-78.0,-60.0,-60.0,-60.0,,-74.0,-74.0,-75.0,,,,,,,,,,,,,,
571,13.75,1.25,-67.0,-52.0,-52.0,-52.0,-67.0,-84.0,-88.0,,,,,,-67.0,,,-77.0,-78.0,-80.0,-59.0,-59.0,-59.0,,-75.0,-75.0,-73.0,,,,,,,,,,,,,,
572,13.75,1.25,-71.0,-59.0,-59.0,-59.0,-71.0,-83.0,-88.0,,,,,,-71.0,,,-80.0,-79.0,-80.0,-59.0,-59.0,-59.0,,-75.0,-75.0,-74.0,,,,,,,,,,,,,,
573,13.75,1.25,-69.0,-52.0,-52.0,-53.0,-69.0,-89.0,-88.0,,,,,,-77.0,,,-79.0,-79.0,-80.0,-59.0,-59.0,-59.0,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,
574,13.75,1.25,-66.0,-52.0,-52.0,-53.0,-68.0,-85.0,-84.0,,,-88.0,,,-67.0,,,-78.0,-78.0,,-59.0,-59.0,-59.0,,-75.0,-74.0,-74.0,,,,,,,,,,,,,,
575,13.75,1.25,-68.0,-51.0,-51.0,-52.0,-68.0,-87.0,-84.0,,,-87.0,,,-68.0,,,-80.0,-78.0,-80.0,-59.0,-59.0,-60.0,,-91.0,-73.0,-74.0,,,,,,,,,,,,,,
576,13.75,1.25,-67.0,-52.0,-51.0,-51.0,-68.0,-84.0,,,,-87.0,,,-67.0,,,-82.0,-83.0,-80.0,-60.0,-60.0,-61.0,,-75.0,-75.0,-85.0,,,,,,,,,,,,,,
577,13.75,1.25,-67.0,-53.0,-53.0,-53.0,-67.0,-82.0,-83.0,,,,,,-67.0,,,-79.0,-80.0,-80.0,-58.0,-59.0,-59.0,,-74.0,-83.0,-74.0,,,,,,,,,,,,,,
578,13.75,1.25,-69.0,-62.0,-53.0,-63.0,-69.0,-83.0,-83.0,,,,,,-69.0,,,-81.0,-82.0,-82.0,-59.0,-58.0,-59.0,,-74.0,-74.0,-83.0,,,,,,-89.0,,,,,,,,
579,13.75,1.25,-69.0,-56.0,-55.0,-56.0,-68.0,-84.0,-89.0,,,,,,-69.0,,,-78.0,-78.0,-77.0,-60.0,-59.0,-59.0,,-73.0,-73.0,-73.0,,,,,,-89.0,,,,,,,,
580,13.75,11.25,-53.0,-53.0,-54.0,-54.0,-52.0,-75.0,-80.0,,-84.0,-75.0,-84.0,-86.0,-53.0,,,,-76.0,-84.0,-83.0,-83.0,-83.0,,-88.0,,-89.0,,,,,,,,,,,,,,
581,13.75,11.25,-54.0,-46.0,-46.0,-45.0,-55.0,-70.0,-70.0,-79.0,-78.0,-71.0,-80.0,-79.0,-55.0,-80.0,-79.0,-82.0,-75.0,-76.0,-84.0,-83.0,-85.0,,,,,,,,,,,,,,,,,,
582,13.75,11.25,-55.0,-44.0,-43.0,-44.0,-55.0,-71.0,-72.0,-78.0,-78.0,-71.0,-80.0,-79.0,-54.0,-77.0,-78.0,-82.0,-76.0,-83.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
583,13.75,11.25,-54.0,-44.0,-44.0,-44.0,-55.0,-69.0,-68.0,-79.0,-79.0,-69.0,-79.0,-69.0,-54.0,-78.0,-79.0,-75.0,-76.0,-75.0,-82.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
584,13.75,11.25,-54.0,-45.0,-44.0,-44.0,-54.0,-74.0,-75.0,-74.0,-78.0,-74.0,-80.0,-79.0,-54.0,-74.0,-79.0,-76.0,-76.0,-76.0,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
585,13.75,11.25,-54.0,-51.0,-51.0,-50.0,-55.0,-67.0,-67.0,-86.0,-83.0,-67.0,-82.0,-84.0,-55.0,-74.0,-80.0,-85.0,-76.0,-76.0,-84.0,-85.0,-83.0,,,,,,,,,,,,,,,,,,
586,13.75,11.25,-55.0,-44.0,-44.0,-45.0,-54.0,-67.0,-68.0,-79.0,-78.0,-67.0,-79.0,-75.0,-55.0,-77.0,-79.0,-77.0,-77.0,-76.0,-85.0,-84.0,-86.0,,,,,,,,,,,,,,,,,,
587,13.75,11.25,-54.0,-44.0,-44.0,-45.0,-54.0,-71.0,-71.0,-79.0,-79.0,-70.0,-76.0,-77.0,-56.0,-78.0,-79.0,-76.0,-76.0,-76.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
588,13.75,11.25,-54.0,-44.0,-45.0,-44.0,-55.0,-68.0,-68.0,-78.0,-79.0,-68.0,-78.0,-79.0,-54.0,-77.0,-75.0,-76.0,-76.0,-82.0,-81.0,-81.0,-80.0,,,,,,,,,,,,,,,,,,
589,13.75,11.25,-55.0,-44.0,-45.0,-44.0,-55.0,-68.0,-71.0,-79.0,-80.0,-71.0,-76.0,-75.0,-55.0,-76.0,-79.0,-75.0,-82.0,-77.0,-82.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,
590,13.75,11.25,-54.0,-44.0,-45.0,-44.0,-55.0,-71.0,-71.0,-74.0,-77.0,-71.0,-77.0,-78.0,-55.0,-77.0,-79.0,-77.0,-76.0,-76.0,-83.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
591,13.75,11.25,-55.0,-44.0,-44.0,-44.0,-55.0,-68.0,-67.0,-79.0,-79.0,-71.0,-79.0,-76.0,-54.0,-78.0,-78.0,-75.0,-75.0,-76.0,-83.0,-82.0,-84.0,,,,,,,,,,,,,,,,,,
592,13.75,11.25,-55.0,-47.0,-47.0,-47.0,-55.0,-68.0,-67.0,-75.0,-77.0,-68.0,-77.0,-79.0,-55.0,-75.0,-74.0,-75.0,-76.0,-76.0,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,
593,13.75,11.25,-55.0,-48.0,-48.0,-48.0,-55.0,-67.0,-67.0,-75.0,-79.0,-68.0,-79.0,-83.0,-55.0,-74.0,-75.0,-75.0,-76.0,-76.0,-81.0,-81.0,-82.0,,,,,,,,,,,,,,,,,,
594,13.75,11.25,-55.0,-49.0,-49.0,-49.0,-54.0,-76.0,-76.0,-78.0,-80.0,-75.0,-81.0,-78.0,-55.0,-75.0,-79.0,-75.0,-75.0,-76.0,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,
595,13.75,11.25,-54.0,-48.0,-47.0,-47.0,-54.0,-70.0,-74.0,-78.0,-82.0,-70.0,-79.0,-81.0,-54.0,-77.0,-78.0,-76.0,-75.0,-76.0,-82.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
596,13.75,11.25,-55.0,-44.0,-45.0,-48.0,-55.0,-72.0,-72.0,-78.0,-76.0,-72.0,-79.0,-76.0,-55.0,-74.0,-78.0,-76.0,-76.0,-76.0,-82.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,
597,13.75,11.25,-54.0,-45.0,-45.0,-45.0,-54.0,-72.0,-70.0,-77.0,-78.0,-70.0,-79.0,-75.0,-54.0,-73.0,-77.0,-76.0,-76.0,-76.0,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
598,13.75,11.25,-57.0,-53.0,-53.0,-53.0,-57.0,-71.0,-70.0,-77.0,-78.0,-70.0,-77.0,-77.0,-56.0,-77.0,-77.0,-75.0,-75.0,-75.0,-83.0,-82.0,-81.0,,,,,,,,,,,,,,,,,,
599,13.75,11.25,-55.0,-46.0,-44.0,-46.0,-55.0,-76.0,-75.0,-76.0,-80.0,-76.0,-78.0,-80.0,-55.0,-75.0,-76.0,-75.0,-75.0,-75.0,-83.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
600,13.75,3.25,-72.0,-62.0,-62.0,-62.0,-72.0,-82.0,-81.0,-84.0,-88.0,,-88.0,-87.0,-71.0,-89.0,-86.0,-76.0,-77.0,-76.0,-70.0,-70.0,-69.0,,-77.0,-79.0,-79.0,,,,,,,,,,,,,,
601,13.75,3.25,-76.0,-58.0,-58.0,-57.0,-76.0,-82.0,-83.0,-85.0,-89.0,-83.0,-87.0,-90.0,-76.0,-85.0,-83.0,-84.0,-74.0,-86.0,-67.0,-68.0,-67.0,,-87.0,,,,,,,,,,,,,,,,
602,13.75,3.25,-68.0,-66.0,-66.0,-66.0,-68.0,-83.0,-83.0,-84.0,-86.0,-83.0,-88.0,-84.0,-68.0,-83.0,-83.0,-84.0,-74.0,-84.0,-72.0,-71.0,-71.0,,-87.0,,-80.0,,,,,,,,,,,,,,
603,13.75,3.25,-68.0,-71.0,-55.0,-71.0,-66.0,-82.0,-81.0,-83.0,-86.0,,-86.0,-87.0,-68.0,-82.0,-83.0,-82.0,-83.0,-82.0,-71.0,-70.0,-70.0,,,,-80.0,,,,,,,,,,,,,,
604,13.75,3.25,-65.0,-56.0,-64.0,-66.0,-65.0,-82.0,-81.0,-84.0,-89.0,,-88.0,-89.0,-69.0,-82.0,-83.0,-81.0,-83.0,-82.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,
605,13.75,3.25,-66.0,-62.0,-63.0,-63.0,-66.0,-85.0,-81.0,-82.0,-88.0,,-88.0,-88.0,-66.0,-82.0,-82.0,-78.0,-77.0,-78.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,
606,13.75,3.25,-70.0,-62.0,-58.0,-62.0,-72.0,-86.0,-87.0,-83.0,-89.0,,-86.0,-86.0,-71.0,-83.0,-80.0,-78.0,-83.0,-78.0,-70.0,-70.0,-70.0,,-83.0,-78.0,-83.0,,,,,,,,,,,,,,
607,13.75,3.25,-70.0,-58.0,-57.0,-57.0,-71.0,-83.0,-87.0,-84.0,-86.0,,-85.0,-86.0,-70.0,-82.0,-84.0,-82.0,-70.0,-75.0,-71.0,-70.0,-70.0,,-83.0,-81.0,-83.0,,,,,,,,,,,,,,
608,13.75,3.25,-70.0,-56.0,-57.0,-56.0,-68.0,-88.0,,-84.0,-86.0,,-86.0,-86.0,-69.0,-84.0,-83.0,-87.0,-85.0,-72.0,-71.0,-71.0,-71.0,,-80.0,-80.0,,,,,,,,,,,,,,,
609,13.75,3.25,-67.0,-56.0,-56.0,-56.0,-67.0,-86.0,,-83.0,-88.0,-82.0,-87.0,-87.0,-70.0,-84.0,-84.0,-71.0,-75.0,-86.0,-71.0,-70.0,-70.0,,-80.0,-80.0,,,,,,,,,,,,,,,
610,13.75,3.25,-71.0,-57.0,-56.0,-56.0,-67.0,-83.0,-83.0,-83.0,-89.0,-82.0,-88.0,-89.0,-71.0,-84.0,-85.0,-84.0,-85.0,-85.0,-69.0,-69.0,-69.0,,,-86.0,-80.0,,,,,,,,,,,,,,
611,13.75,3.25,-72.0,-57.0,-57.0,-56.0,-72.0,-83.0,-83.0,-83.0,-86.0,-83.0,-87.0,-89.0,-71.0,-85.0,-84.0,-84.0,-84.0,-76.0,-69.0,-69.0,-69.0,,,-86.0,-79.0,,,,,,,,,,,,,,
612,13.75,3.25,-72.0,-57.0,-58.0,-56.0,-72.0,-83.0,-84.0,-83.0,-85.0,-83.0,-86.0,-88.0,-71.0,-84.0,-84.0,-77.0,-84.0,-77.0,-70.0,-70.0,-70.0,,-74.0,,-82.0,,,,,,,,,,,,,,
613,13.75,3.25,-70.0,-62.0,-56.0,-62.0,-69.0,-83.0,-83.0,-83.0,-87.0,-84.0,-89.0,-89.0,-69.0,-84.0,-83.0,-77.0,-77.0,-81.0,-70.0,-70.0,-70.0,,-82.0,,-82.0,,,,,,,,,,,,,,
614,13.75,3.25,-67.0,-60.0,-59.0,-61.0,-64.0,-81.0,-83.0,-82.0,-89.0,-84.0,-86.0,-89.0,-67.0,-82.0,-82.0,-76.0,-77.0,-76.0,-69.0,-69.0,-69.0,,-84.0,-78.0,,,,,,,,,,,,,,,
615,13.75,3.25,-66.0,-56.0,-57.0,-57.0,-66.0,-80.0,-82.0,-82.0,-87.0,,-88.0,-86.0,-70.0,-84.0,-85.0,-75.0,-74.0,-83.0,-70.0,-70.0,-70.0,,-84.0,-78.0,-79.0,,,,,,,,,,,,,,
616,13.75,3.25,-65.0,-59.0,-58.0,-58.0,-65.0,-80.0,-82.0,-84.0,-86.0,,-88.0,-88.0,-65.0,-84.0,-83.0,-78.0,-79.0,-78.0,-68.0,-69.0,-69.0,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,
617,13.75,3.25,-65.0,-62.0,-62.0,-61.0,-66.0,-86.0,,-83.0,-86.0,,-89.0,-88.0,-66.0,-84.0,-83.0,-84.0,-83.0,-76.0,-69.0,-70.0,-70.0,,-81.0,-78.0,-78.0,,,,,,,,,,,,,,
618,13.75,3.25,-72.0,-56.0,-55.0,-56.0,-72.0,-85.0,,-84.0,,,-87.0,,-70.0,-83.0,-83.0,-76.0,-76.0,-77.0,-70.0,-69.0,-70.0,,-81.0,-78.0,-80.0,,,,,,,,,,,,,,
619,13.75,3.25,-66.0,-56.0,-56.0,-56.0,-66.0,-84.0,,-82.0,,,-89.0,-86.0,-69.0,-82.0,-82.0,-83.0,-83.0,-83.0,-70.0,-70.0,-71.0,,,-80.0,-79.0,,,,,,,,,,,,,,
620,13.75,5.25,-61.0,-48.0,-48.0,-48.0,-61.0,-77.0,-78.0,,-86.0,-78.0,-83.0,-89.0,-59.0,-87.0,-88.0,-81.0,-80.0,-82.0,-81.0,-81.0,-81.0,,-85.0,-84.0,,,,,,,,,,,,,,,
621,13.75,5.25,-56.0,-54.0,-53.0,-54.0,-57.0,-79.0,-82.0,-90.0,-88.0,-78.0,-88.0,-87.0,-56.0,-87.0,-89.0,-79.0,-80.0,-82.0,-81.0,-80.0,-81.0,,-86.0,-84.0,-83.0,,,,,,,,,,,,,,
622,13.75,5.25,-57.0,-56.0,-55.0,-55.0,-57.0,-78.0,-82.0,-87.0,-89.0,-78.0,-89.0,-89.0,-56.0,,-89.0,-78.0,-77.0,-79.0,-83.0,-81.0,-81.0,,-86.0,,-83.0,,,,,,,,,,,,,,
623,13.75,5.25,-57.0,-47.0,-48.0,-48.0,-57.0,-79.0,-78.0,-87.0,-88.0,-77.0,-90.0,-89.0,-56.0,,,-78.0,-78.0,-79.0,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
624,13.75,5.25,-56.0,-55.0,-53.0,-55.0,-56.0,-77.0,-77.0,,-88.0,-77.0,-86.0,-89.0,-56.0,,,-79.0,-79.0,-82.0,-83.0,-83.0,-84.0,,-84.0,-84.0,-87.0,,,,,,,,,,,,,,
625,13.75,5.25,-57.0,-55.0,-55.0,-56.0,-56.0,-79.0,-79.0,,-87.0,-78.0,-89.0,-87.0,-56.0,,-87.0,-79.0,-79.0,-81.0,-78.0,-78.0,-78.0,,-84.0,-84.0,-82.0,,,,,,,,,,,,,,
626,13.75,5.25,-56.0,-55.0,-54.0,-55.0,-55.0,-77.0,-76.0,,-87.0,-78.0,-88.0,-87.0,-55.0,,-87.0,-80.0,-80.0,-80.0,-82.0,-81.0,-81.0,,-83.0,-87.0,-82.0,,,,,,,,,,,,,,
627,13.75,5.25,-56.0,-55.0,-55.0,-54.0,-55.0,-78.0,-76.0,,-86.0,-78.0,-86.0,-89.0,-56.0,-89.0,-86.0,-79.0,-79.0,-80.0,-78.0,-78.0,-78.0,,-83.0,-87.0,-82.0,,,,,,,,,,,,,,
628,13.75,5.25,-56.0,-54.0,-55.0,-53.0,-56.0,-78.0,-77.0,-89.0,-89.0,-76.0,-86.0,-88.0,-54.0,-87.0,-86.0,-79.0,-79.0,-81.0,-82.0,-81.0,-81.0,,-86.0,,-82.0,,,,,,,,,,,,,,
629,13.75,5.25,-57.0,-54.0,-54.0,-53.0,-56.0,-79.0,-78.0,-87.0,-87.0,-78.0,-86.0,-88.0,-56.0,-87.0,-91.0,-78.0,-78.0,-78.0,-82.0,-81.0,-81.0,,-89.0,,,,,,,,,,,,,,,,
630,13.75,5.25,-57.0,-53.0,-54.0,-54.0,-58.0,-79.0,-78.0,-87.0,-87.0,-80.0,-87.0,-90.0,-57.0,-87.0,-91.0,-80.0,-78.0,-80.0,-80.0,-79.0,-79.0,,-89.0,-85.0,,,,,,,,,,,,,,,
631,13.75,5.25,-62.0,-55.0,-54.0,-55.0,-62.0,-80.0,-80.0,-88.0,-84.0,-80.0,-87.0,-85.0,-58.0,-88.0,-86.0,-80.0,-80.0,-86.0,-80.0,-79.0,-80.0,,,-84.0,,,,,,,,,,,,,,,
632,13.75,5.25,-56.0,-48.0,-48.0,-48.0,-56.0,-79.0,-80.0,-88.0,-87.0,-79.0,-85.0,-88.0,-56.0,-88.0,-87.0,-80.0,-80.0,-79.0,-80.0,-79.0,-79.0,,,-84.0,-82.0,,,,,,,,,,,,,,
633,13.75,5.25,-56.0,-54.0,-47.0,-47.0,-56.0,-76.0,-78.0,-85.0,-86.0,-78.0,-85.0,-87.0,-55.0,,-87.0,-82.0,-80.0,-79.0,-82.0,-80.0,-81.0,,-82.0,,-82.0,,,,,,,,,,,,,,
634,13.75,5.25,-56.0,-47.0,-48.0,-48.0,-56.0,-77.0,-77.0,-85.0,-90.0,-76.0,-88.0,-88.0,-56.0,-87.0,-86.0,-79.0,-79.0,-80.0,-81.0,-81.0,-81.0,,-87.0,-86.0,,,,,,,,,,,,,,,
635,13.75,5.25,-56.0,-50.0,-50.0,-49.0,-55.0,-79.0,-79.0,,-89.0,-79.0,-88.0,-90.0,-56.0,-87.0,-86.0,-79.0,-80.0,-79.0,-81.0,-80.0,-80.0,,-85.0,-86.0,,,,,,,,,,,,,,,
636,13.75,5.25,-55.0,-47.0,-47.0,-46.0,-55.0,-78.0,-76.0,,-83.0,-79.0,-87.0,-90.0,-55.0,-87.0,-86.0,-78.0,-78.0,-80.0,-80.0,-79.0,-82.0,,-82.0,,,,,,,,,,,,,,,,
637,13.75,5.25,-55.0,-55.0,-55.0,-55.0,-55.0,-76.0,-77.0,-88.0,-85.0,-77.0,-86.0,-82.0,-55.0,-89.0,-88.0,-81.0,-80.0,-80.0,-81.0,-81.0,-81.0,,-85.0,-83.0,,,,,,,,,,,,,,,
638,13.75,5.25,-56.0,-53.0,-54.0,-54.0,-56.0,-77.0,-77.0,-87.0,-87.0,-77.0,-89.0,-88.0,-57.0,-88.0,-87.0,-79.0,-79.0,-80.0,-81.0,-80.0,-81.0,,-83.0,-83.0,,,,,,,,,,,,,,,
639,13.75,5.25,-56.0,-48.0,-64.0,-64.0,-57.0,-77.0,-79.0,-87.0,-88.0,-77.0,-87.0,-89.0,-57.0,-88.0,-87.0,-80.0,-82.0,-81.0,-80.0,-80.0,-80.0,,-85.0,-82.0,,,,,,,,,,,,,,,
640,13.75,7.25,-57.0,-54.0,-55.0,-55.0,-60.0,-82.0,-81.0,-87.0,-88.0,-83.0,-88.0,-87.0,-60.0,-87.0,-85.0,-81.0,-81.0,-81.0,-84.0,-85.0,-86.0,,-86.0,,,,,-90.0,,,,,,,,,,,
641,13.75,7.25,-64.0,-52.0,-51.0,-51.0,-59.0,-80.0,-80.0,-87.0,-88.0,-83.0,-88.0,-89.0,-64.0,-87.0,-85.0,-79.0,-79.0,-81.0,,,-88.0,,-87.0,,,,,-90.0,,,,,,,,,,,
642,13.75,7.25,-59.0,-52.0,-48.0,-52.0,-59.0,-82.0,-81.0,-86.0,-87.0,-84.0,-85.0,-90.0,-60.0,-84.0,-85.0,-79.0,-78.0,-79.0,-88.0,-86.0,-87.0,,-87.0,,,,,,,,,,,,,,,,
643,13.75,7.25,-58.0,-49.0,-49.0,-49.0,-60.0,-81.0,-81.0,-83.0,-88.0,-82.0,-88.0,-90.0,-59.0,-83.0,-84.0,-80.0,-78.0,-79.0,-88.0,-86.0,-86.0,,-87.0,,,,,,,,,,,,,,,,
644,13.75,7.25,-60.0,-49.0,-49.0,-49.0,-59.0,-80.0,-80.0,-83.0,-87.0,-80.0,-88.0,-88.0,-60.0,-85.0,-84.0,-79.0,-79.0,-79.0,-86.0,-86.0,-86.0,,-85.0,,,,,,,,,,,,,,,,
645,13.75,7.25,-59.0,-49.0,-49.0,-48.0,-60.0,-81.0,-79.0,,-88.0,-81.0,-89.0,-87.0,-59.0,-84.0,-85.0,-80.0,-80.0,-79.0,-86.0,-87.0,-86.0,,-86.0,,,,,,,,,,,,,,,,
646,13.75,7.25,-59.0,-49.0,-49.0,-49.0,-59.0,-82.0,-80.0,-84.0,-88.0,-81.0,-86.0,-90.0,-59.0,-84.0,-85.0,-79.0,-80.0,-79.0,-87.0,-87.0,-88.0,,-87.0,,,,,,,,,,,,,,,,
